限于	0.000459558823529
天下	0.000459558823529
认为	0.00275735294118
不能	0.000459558823529
违令	0.000459558823529
石天曙曾	0.000459558823529
索普	0.000919117647059
利用	0.000459558823529
问	0.000459558823529
主办	0.000459558823529
路透	0.000459558823529
触犯	0.000459558823529
携带	0.00137867647059
文	0.000919117647059
目前	0.000459558823529
承认	0.000459558823529
当然	0.000459558823529
核查	0.000459558823529
它	0.00367647058824
禁赛	0.00183823529412
沃	0.000919117647059
进入	0.000459558823529
需要	0.000459558823529
为	0.000459558823529
女子	0.000919117647059
说明	0.000459558823529
之外	0.000459558823529
青山绫里	0.000459558823529
污点	0.000459558823529
蛙泳	0.000459558823529
张怡	0.000459558823529
未	0.000919117647059
大量	0.000459558823529
中游	0.000459558823529
严格	0.000919117647059
药品	0.000459558823529
赛后	0.000459558823529
一贯	0.000459558823529
决赛	0.00137867647059
发生	0.00137867647059
排行	0.000459558823529
消息	0.00137867647059
苯	0.00183823529412
细	0.000459558823529
改写	0.000459558823529
人	0.00459558823529
快	0.00183823529412
尽	0.000459558823529
美国	0.000919117647059
成员	0.000459558823529
本	0.000459558823529
塞	0.000459558823529
改善	0.000459558823529
检验	0.000459558823529
三	0.00137867647059
第一	0.000459558823529
锐	0.000459558823529
第八	0.000459558823529
若	0.000459558823529
肯	0.000459558823529
入	0.000459558823529
可	0.00183823529412
科	0.000919117647059
柏	0.00183823529412
曾经	0.000459558823529
将近	0.000459558823529
体育	0.00229779411765
该会	0.000459558823529
发言人	0.000459558823529
要求	0.000919117647059
第二	0.000459558823529
纽西兰	0.000459558823529
锦标赛	0.00229779411765
权利	0.000459558823529
外国	0.000919117647059
怡	0.000459558823529
杰勒德	0.000459558823529
能够	0.000459558823529
无法	0.000459558823529
却	0.00183823529412
宣布	0.00275735294118
宣战	0.000459558823529
访问	0.000459558823529
仍然	0.000919117647059
去	0.000919117647059
英国	0.000459558823529
但是	0.000459558823529
批评	0.000919117647059
游泳	0.00643382352941
矛头	0.000459558823529
说	0.0197610294118
一起	0.000459558823529
比	0.00183823529412
斯	0.00229779411765
天地	0.000459558823529
共有	0.000459558823529
各个	0.000459558823529
曾	0.000459558823529
选手	0.00229779411765
赠	0.000459558823529
年代	0.000459558823529
原	0.00275735294118
作出	0.000919117647059
编	0.000459558823529
便	0.000459558823529
游泳队	0.000919117647059
预赛	0.00183823529412
严重	0.00137867647059
措施	0.000459558823529
记者	0.000459558823529
集中	0.000459558823529
健康	0.000459558823529
奖牌	0.000459558823529
洲	0.000459558823529
岁	0.00183823529412
使用者	0.00137867647059
提供	0.000459558823529
影响	0.00229779411765
个人	0.000919117647059
他	0.00551470588235
破坏	0.000459558823529
所	0.000459558823529
我	0.00275735294118
她	0.00321691176471
后	0.00137867647059
代表团	0.000919117647059
和	0.00551470588235
蔡慧珏	0.000919117647059
四	0.00689338235294
被	0.0114889705882
动员	0.000459558823529
能	0.000919117647059
好	0.000919117647059
最终	0.000459558823529
去年	0.00137867647059
当天	0.000459558823529
将要	0.000459558823529
为止	0.000919117647059
服用	0.00873161764706
态度	0.00137867647059
项	0.000919117647059
成绩	0.00229779411765
行李	0.000459558823529
则	0.000919117647059
